start_dates,end_dates,changes,errors
2002.75,2003.75,-0.7554192494407609,0.5061823806349184
2003.75,2004.75,-1.1299652816533552,0.5106001868915993
2004.75,2005.75,-1.6340154387888806,0.5045593896739214
2005.75,2006.75,-0.17858237084431522,0.5060148769919248
2006.75,2007.75,-0.9086750351144728,0.5050015265498476
2007.75,2008.75,-1.2939096235846979,0.5026370006563718
2008.75,2009.75,0.3297117294781421,0.5117940706774707
2009.75,2010.75,-2.6032479350907454,0.5061476999871394
2010.75,2011.75,-0.6314886595438376,0.5476238245079612
2011.75,2012.75,0.4366967625213022,0.5513912426429046
2012.75,2013.75,-0.3765118436657879,0.5352731866619778
2013.75,2014.75,0.07381722907600186,0.5445204174488837
2014.75,2015.75,0.831966937233026,0.5456804520548182
2015.75,2016.75,-1.2087828613011644,0.5387058770687662
2016.75,2017.75,0.006894126941474621,0.0256418038241277
2017.75,2018.75,-0.08678692034984903,0.0256418038241277
2018.75,2019.75,-0.110185319976914,0.5562293826427377
2019.75,2020.75,-1.0339743763242248,0.5568434289370882
2020.75,2021.75,-1.668759992388567,0.5595699051914818
2021.75,2022.75,1.5446818114019027,0.7908275574664712
