start_dates,end_dates,changes,errors
2000.25,2001.25,0.6474580140421264,1.0737210320549941
2001.25,2002.25,-1.1176919859578738,0.9016239083882158
2002.25,2003.25,0.02930801404212624,1.0546258067093
2003.25,2004.25,-1.5489919859578736,0.9029158555354102
2004.25,2005.25,-1.1133919859578736,0.8763210796718528
2005.25,2006.25,-0.7163821765295887,0.8903909196385773
2006.25,2007.25,-0.6515821765295886,0.8684170353435218
2007.25,2008.25,-0.8859821765295887,0.8351570075589567
2008.25,2009.25,-0.6803821765295887,0.8923064200569396
2009.25,2010.25,-0.5526321765295887,0.8332862592019812
2010.25,2011.25,-0.5731840220661986,0.8304805431619292
2011.25,2012.25,-1.4049840220661987,0.8364036271863801
2012.25,2013.25,-0.7216840220661985,0.843653080401259
2013.25,2014.25,-0.1171840220661986,0.8500691854611206
2014.25,2015.25,-0.8063340220661985,0.8464519227756133
2015.25,2016.25,-0.7075962888665996,0.8626636857324206
2016.25,2017.25,-0.8196962888665998,0.8978477096264401
2017.25,2018.25,-0.8934462888665997,0.875636274192341
2018.25,2019.25,-0.8113462888665997,0.843192331073667
2019.25,2020.25,-0.9283962888665998,0.8515928529417357
