start_dates,end_dates,changes,errors
1999.75,2000.75,-0.4689267286486196,0.27866303746802307
2000.75,2001.75,0.4184080983386502,0.1744025987498015
2001.75,2002.75,-0.44730978134761845,0.1769282791172126
2002.75,2003.75,-1.9556736434649151,0.17516275577501825
2003.75,2004.75,-0.6420107230009201,0.1719035837978059
2004.75,2005.75,-1.0000364461558935,0.16736538415952767
2005.75,2006.75,-1.1024990607601317,0.17498745152912476
2006.75,2007.75,-0.8735959703041895,0.17078807243605865
2007.75,2008.75,-0.8633710535891209,0.1672124951235058
2008.75,2009.75,-0.7275663269494866,0.18110465383600316
2009.75,2010.75,-0.42712500679221477,0.1676991934532962
2010.75,2011.75,-1.328039898204307,0.16919578572639796
2011.75,2012.75,-1.5128171831881265,0.1927482189334592
2012.75,2013.75,-0.3114673480609287,0.1924798296484688
2013.75,2014.75,-0.17521894687977135,0.19242687150096904
2014.75,2015.75,-1.6248003613567095,0.19810510952211893
2015.75,2016.75,-0.6935672016230693,0.19807087862816888
2016.75,2017.75,-1.5331251837703557,0.20039025649650488
2017.75,2018.75,-1.3864279492049623,0.19713224999868117
2018.75,2019.75,-0.9858793356698555,0.19649222486455512
2019.75,2020.75,-0.7212257421964646,0.22286260135270314
2020.75,2021.75,-0.6047505699097967,0.2252585436972938
2021.75,2022.75,-3.725264023626172,0.39020294621373214
2022.75,2023.75,-2.6560845679881595,0.3981120056890321
2023.75,2024.75,-1.4783005762640766,0.39045509496529496
