start_dates,end_dates,changes,errors
2002.75,2003.75,-0.6430230708617415,0.25188965490098975
2003.75,2004.75,-0.1592778318640928,0.2720553217078963
2004.75,2005.75,-0.32095070154740013,0.2713966757932576
2005.75,2006.75,-0.15711669536498338,0.27157534685882745
2006.75,2007.75,-0.9010247410181742,0.2679277313037627
2007.75,2008.75,-0.6861689094000035,0.26931937422440133
2008.75,2009.75,-0.9208764317033246,0.26794336249947187
2009.75,2010.75,-0.47758621385542116,0.27063750974733075
2010.75,2011.75,-1.1201030595700818,0.2266212994444569
2011.75,2012.75,-0.6793159757411524,0.2579274671103288
2012.75,2013.75,0.08832642650625205,0.20693038351906026
2013.75,2014.75,-0.5039389480504636,0.2263980427940904
2014.75,2015.75,-0.2625030503852919,0.23526502453807513
2015.75,2016.75,-0.22369427954037185,0.2021634748695011
2018.75,2019.75,-0.3207492598141482,0.2739887233098018
2019.75,2020.75,-1.3656130430058175,0.26276938045579457
2020.75,2021.75,-0.04346417492748769,0.271862016797924
2021.75,2022.75,-0.17778204399377556,0.27154349011434975
