start_dates,end_dates,changes,errors
1988.75,1989.75,1.9783582211371908,0.24783892575204183
1989.75,1990.75,0.3142338407627946,0.44780207241200054
1990.75,1991.75,-0.4990215517628011,0.29347526810219177
1991.75,1992.75,1.8109715593970799,0.34907616369389305
1992.75,1993.75,1.6121682244374087,0.3250298518034004
1993.75,1994.75,0.8986771221975971,0.3655977515006873
1994.75,1995.75,0.10659276133925366,0.23671859668337233
1995.75,1996.75,-0.18247679978534975,0.24971657089411986
1996.75,1997.75,-0.4442160576597351,0.23274188894520717
1997.75,1998.75,-0.34884242336073773,0.1763003020287555
1998.75,1999.75,0.08566829079556067,0.20169428140008835
1999.75,2000.75,-0.3772702344786141,0.24330911347190803
2000.75,2001.75,-0.011130670740273935,0.26773220405119724
2001.75,2002.75,0.06817057979469071,0.20452467013137315
2002.75,2003.75,-0.2964584340519252,0.18928426535253615
2003.75,2004.75,-0.47760019297131506,0.19433670450792442
2004.75,2005.75,-0.4343223412163143,0.2865868043477153
2005.75,2006.75,-0.097288816123974,0.20193352921369007
2006.75,2007.75,0.09804600422939633,0.19004986629608436
2007.75,2008.75,-0.09680654761181087,0.1868165550614618
2008.75,2009.75,0.46104534563561517,0.18204743914027852
2009.75,2010.75,-1.8292020783152028,0.22251660677258445
2010.75,2011.75,0.4927359855313822,0.24404003576162647
2011.75,2012.75,0.04192202777772647,0.21118678335568472
2012.75,2013.75,0.37130089918897713,0.19125304313030986
2013.75,2014.75,-0.06804787568928658,0.20920799169635365
2014.75,2015.75,1.6017425729246666,0.17847547516295617
2015.75,2016.75,-0.1367415032580989,0.19194077907942705
2016.75,2017.75,0.49112787876351316,0.19701019694823513
2017.75,2018.75,0.8186380388861803,0.19400926710757505
2018.75,2019.75,-0.4980974582794341,0.2131324923121517
2019.75,2020.75,0.3588806596532408,0.18435730089870683
2020.75,2021.75,-0.48064383964913926,0.2020834229040544
2021.75,2022.75,0.7226290336236726,0.2609794804026864
2022.75,2023.75,-0.2973091703109305,0.5072432019719324
2023.75,2024.75,0.22728920898899563,0.5107389648487909
