start_dates,end_dates,changes,errors
1999.75,2000.75,-0.08556203528102119,0.35385796180001483
2000.75,2001.75,-0.5716652251220385,0.1906778003864799
2001.75,2002.75,-0.7706349158761266,0.19606462704372013
2002.75,2003.75,-0.6041033128783272,0.18635199669774188
2003.75,2004.75,-0.252337166946581,0.1921213649196289
2004.75,2005.75,-0.18398898485378457,0.18139694259803568
2005.75,2006.75,-0.5868922423726289,0.18361760704352162
2006.75,2007.75,-0.638349235194693,0.18360151641278866
2007.75,2008.75,-0.8796631879779594,0.18115863338747673
2008.75,2009.75,0.1131619611115966,0.18082491500041248
2009.75,2010.75,-0.26826921925203906,0.1816103039335306
2010.75,2011.75,-0.782195536694884,0.18187463384124875
2011.75,2012.75,-0.953262349404453,0.18186321906611527
2012.75,2013.75,-0.36297036580375935,0.18802377371590748
2013.75,2014.75,-0.41084752051834944,0.1892285523350276
2014.75,2015.75,-0.9680246105618263,0.19117396943566106
2015.75,2016.75,-0.22744892686297202,0.1899628799926427
2016.75,2017.75,-0.9879072033665239,0.19154193648611792
2017.75,2018.75,-0.6075736809868123,0.19206456386087312
2018.75,2019.75,-0.391090997273845,0.18476412646641086
2019.75,2020.75,-0.5342739470893916,0.21018577270909913
2020.75,2021.75,-0.5020482556552357,0.2103825435950265
2021.75,2022.75,-1.0078124040674015,0.3461221829684876
2022.75,2023.75,-0.853491795388013,0.4463610087748117
2023.75,2024.75,-0.6758109647036803,0.4595425115070072
