,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_gt,gravimetry_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,89951.17,alaska,33.03038202504392,46.37024862080423,0.3683083982016143,0.5359500710432115,,,,,,,,,0.23846645028211,0.2876986072195406,21.385985199996757,24.898781304125364
1,2000.75,2001.75,89534.89,alaska,-9.922635860011376,42.04332031368515,-0.1111577100282523,0.4862138206209066,,,,,,,,,-0.2409996579477565,0.1786949616178903,-21.513144230796833,15.488225927770861
2,2001.75,2002.75,89118.61,alaska,-37.13652290253935,41.27298447327602,-0.4179628441877214,0.4768551261718754,,,,,,,,,-0.5478047921072257,0.1513896340613694,-48.67314281906311,13.314187875631022
3,2002.75,2003.75,88702.33,alaska,-73.42982523020638,30.77442066585052,-0.8303139000170014,0.3533763604943742,,,,,-0.9946226057298356,0.183869874989712,-87.96066657111103,16.495390109263887,-0.6993686559613581,0.2382169128881235,-61.84952242480262,20.828241001676375
4,2003.75,2004.75,88286.05,alaska,-148.68313642128734,30.582389231623416,-1.689174314688484,0.3430881978756818,,,,,-1.5821629451995964,0.184389009790648,-139.26386813737471,17.397428650362045,-1.8295491458345627,0.1670172417579597,-161.03909636450769,16.53420165864626
5,2004.75,2005.75,87869.77,alaska,-73.84691387780248,29.91077760325061,-0.8429420179605234,0.343284119086059,,,,,-0.5015479855844444,0.1850422926977123,-43.93869341885663,16.149777232329836,-1.217699511993793,0.1679026964334423,-106.67797911986281,15.466526152263087
6,2005.75,2006.75,87453.49,alaska,-24.75056846939136,29.775119010437564,-0.2838656707718804,0.3440635021945654,,,,,-0.1622750993153894,0.1853864726471719,-14.148949203901731,16.045012685160664,-0.4388197038855622,0.1738006036200062,-38.2611856418023,15.148918213051575
7,2006.75,2007.75,87037.21,alaska,-52.37993078244708,29.714564007617383,-0.6036216396721027,0.3423232718357805,,,,,-0.7904472144603976,0.1852670388798082,-68.59192523830794,16.382097597268796,-0.4501595265409984,0.1596027379332907,-39.0630873573143,13.937555072576513
8,2007.75,2008.75,86620.93,alaska,47.93496416811335,29.68216724114212,0.5550529389771462,0.3421650803170542,,,,,0.3595211337385606,0.185791709018997,31.048628794211226,16.13928499921645,0.7172212825585412,0.1576236958803637,61.93999538748057,13.976353841641691
9,2008.75,2009.75,86204.65,alaska,-93.75186942043976,30.054834328453506,-1.090822494313742,0.343342236078935,,,,,-1.166163993059258,0.185836458158128,-100.22717258768293,16.831652359955793,-1.048844457225417,0.1675004328700535,-90.14402353153835,15.168029794820868
10,2009.75,2010.75,85788.37,alaska,-68.42179954857501,30.36176407882551,-0.7999648739842489,0.3489096095778414,,,,,-0.8741162006949311,0.1865211124139487,-74.76403703606636,16.555086959764836,-0.7591770089307572,0.2078883285242108,-64.93317246323215,18.265881359869915
11,2010.75,2011.75,85372.09,alaska,-74.76742474888981,26.217915106756124,-0.8784182506806858,0.3001223007909405,-1.1662851160637888,0.355899860630874,-99.26949330057545,31.17053865805975,-0.3513110560875253,0.2010814176406057,-29.902182621004357,17.45063540433574,-1.1176585798907437,0.173626442126535,-95.13059832508965,15.748083474323586
12,2011.75,2012.75,84955.81,alaska,76.19332038417463,26.36796784389299,0.8995569361132628,0.301756287003703,1.0248670147225876,0.3459061337859154,86.80720215590523,30.222009505922337,1.1759844542588225,0.2032602512038516,99.60699172338931,18.266900614769206,0.4978193393583781,0.212438126146647,42.16576727322932,18.489021919011165
13,2012.75,2013.75,84539.53,alaska,-114.556197908681,26.522102251167773,-1.3591381524183128,0.2995000325497597,-1.2131095650206136,0.3612572366572795,-102.24804532795106,31.651652183300836,-1.4083184611420745,0.1991435096199853,-118.70140505288839,18.21306882540187,-1.4559864310922508,0.1540179432704696,-122.7191433452035,14.662743330027192
14,2013.75,2014.75,84123.25,alaska,-94.9233740974416,26.80932810009325,-1.131779871804095,0.3051630138829088,-1.3276759553427495,0.3857010302740773,-111.3533510613561,33.811135447245,-0.9270972702906016,0.2012771468811774,-77.75646413664492,17.832365715208333,-1.140566389778933,0.1882191292146252,-95.66030709432373,16.962640869841298
15,2014.75,2015.75,83706.97,alaska,-99.40237493608844,26.25740680035915,-1.1910773902604657,0.2981875370133323,-1.1488701021895762,0.3431467412397818,-95.87992987234615,30.054926336605778,-1.239399279962299,0.2025758212931989,-103.43511927078829,18.263247479791197,-1.1849627886295215,0.1674504270198228,-98.8920756651309,15.299612737683923
