start_dates,end_dates,changes,errors
2002.75,2003.75,0.05635854666894219,0.1678712510228394
2003.75,2004.75,0.46140701438705706,0.41883125919671393
2004.75,2005.75,-0.5136479102088705,0.3671808020625546
2005.75,2006.75,-0.21891349213151745,0.2742785461176807
2006.75,2007.75,-0.5317851304821096,0.08849643360372923
2007.75,2008.75,-0.48144010549365135,0.19174460972188723
2008.75,2009.75,-0.9013376872769192,0.09466861483335016
2009.75,2010.75,-0.6153501810823536,0.48768763182801467
2010.75,2011.75,-0.601480539169585,0.2628489555600585
2011.75,2012.75,-0.2325293331401836,0.10082095584462429
2012.75,2013.75,0.09463226116092804,0.19662869643410424
2013.75,2014.75,-0.4759305216165496,0.09631024013329068
2014.75,2015.75,0.01742871293341075,0.24214861307156507
2015.75,2016.75,-0.20773176632425652,0.36901713586074586
2016.75,2017.75,0.13702354003349226,0.013684078383654678
2017.75,2018.75,0.4321091015984539,0.013684078383654678
2018.75,2019.75,-1.0929650390200747,0.5331942459221383
2019.75,2020.75,-1.0972779809332962,0.2648287432497893
2020.75,2021.75,0.6814536203448698,0.5660570250293961
2021.75,2022.75,-0.4191979955251194,0.6517806712202583
