,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_gt,gravimetry_gt_errors,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,34466.68705,svalbard,6.4705374852482045,8.845729211462338,0.1882979788094115,0.2610916124674044,,,,,,,,,0.1733221644459091,0.157185908852371,5.955919278383429,5.330188036113777
1,2000.75,2001.75,34378.39365,svalbard,-13.473815012917656,7.726826609244306,-0.3931061533812879,0.227349545441568,,,,,,,,,-0.4080819677447902,0.0906994798959959,-13.987114921011209,3.149453143231333
2,2001.75,2002.75,34290.10025,svalbard,-6.121875533860289,7.578762611012655,-0.1790690717834712,0.2236627954384925,,,,,,,,,-0.1940448861469736,0.0810162076641307,-6.633857143182623,2.7629578146434466
3,2002.75,2003.75,34201.80685,svalbard,-19.321656050122154,5.476693561637932,-0.566630749112936,0.1592223952277757,,,,,-0.7458770313154593,0.0893072728442441,-25.433811132426033,3.280225890070925,-0.4014428434066328,0.0806749977826892,-13.688880379733927,2.815872330965941
4,2003.75,2004.75,34113.51345,svalbard,-14.659593189674371,4.567464831169847,-0.4310228650043115,0.1331556581044335,-0.4744095523929697,0.119654115234092,-16.135225316426954,4.130693916786351,-0.2660712938515315,0.0889828331843193,-9.049396781478732,3.0464908801160675,-0.5525877487684334,0.0833939517939457,-18.794157471117426,2.9757496788362254
5,2004.75,2005.75,34025.22005,svalbard,-11.597731913845784,4.538206614305793,-0.3418825737544509,0.132941169668814,-0.3149356216610359,0.119654115234092,-10.683606567114495,4.086210606093172,-0.2815618567026853,0.0900411870880502,-9.551463519599452,3.0857163050915095,-0.4291502428996314,0.0790658472052423,-14.5581256548234,2.7741425049500497
6,2005.75,2006.75,33936.92665,svalbard,-2.2927723319184605,4.4953798114662415,-0.0677630997548309,0.1327318286723331,0.0004343158727188,0.119654115234092,0.014695127877642487,4.051144163568246,-0.0044972836814538,0.0903405641202069,-0.15216611446247436,3.05868105394889,-0.1992263314557577,0.0754775449326058,-6.740846009170549,2.577583191122773
7,2006.75,2007.75,33848.63325,svalbard,-4.5054943318716285,4.502732903314239,-0.1335076501598663,0.1328256405802403,0.0245200945437187,0.119654115234092,0.8274817724032635,4.051355366955021,-0.2570045334010516,0.0915845911010934,-8.673154438095533,3.1309682836348967,-0.1680385116222662,0.0754635810381571,-5.670810329922618,2.5706646461619886
8,2007.75,2008.75,33760.33985,svalbard,8.403437986632403,4.511326835094782,0.2496634866994602,0.1326668370721007,0.327343612711202,0.119654115234092,11.018077918018388,4.088430456381142,0.2914596140204908,0.0893201222788071,9.81025629501595,3.0636447098522455,0.1301872333666876,0.0756634318203527,4.381979746862862,2.571098508037022
9,2008.75,2009.75,33672.04645,svalbard,-7.100633455791199,4.527491947001754,-0.2115107397683474,0.1333116888883006,-0.1820909986435112,0.119654115234092,-6.112982434757844,4.062657982130079,-0.1716202714220938,0.090269748000915,-5.761469333833092,3.0698203283583165,-0.2808209492394373,0.0842499992546414,-9.427448598782656,2.8911476580893463
10,2009.75,2010.75,33583.75305,svalbard,-0.6762130974255973,5.370275336168966,-0.020195713085987,0.1586126766015292,,,,,-0.0382990508069657,0.0892542045866716,-1.2823671867574877,3.02257073686871,-0.0161507518612286,0.075781075211684,-0.5407756534930912,2.5658716538511075
11,2010.75,2011.75,33495.45965,svalbard,-22.657915240982124,4.59954511003026,-0.6784828080884917,0.1316663202004382,-0.7941393829705355,0.0974522304720654,-26.520263467789174,3.555938054954075,-0.5933257058409993,0.1022048266159907,-19.814096087587043,3.59938841064208,-0.6479833354539404,0.0754794978208211,-21.63938616757016,2.7751275848756745
12,2011.75,2012.75,33407.16625,svalbard,-0.3313523570920237,4.45149267930858,-0.0099484464746526,0.1314778532252794,-0.0999452423640834,0.0974522304720654,-3.328870665570818,3.3036476755910935,0.1259104801433319,0.10300972321248,4.193693405737317,3.4939105862877966,-0.0558105772032064,0.071313618762551,-1.8588798114425689,2.416262216451315
13,2012.75,2013.75,33318.87285,svalbard,-25.699878534198,4.647601708996669,-0.773651926364372,0.1319199352776549,-0.7585905615304421,0.0974522304720654,-25.199556317448376,3.5318449302253945,-0.8352487599574026,0.1018783822156347,-27.746058589447443,3.717840963241444,-0.7271164576052713,0.0797835913508539,-24.154020695698176,2.9589279831001005
14,2013.75,2014.75,33230.57945,svalbard,-7.37057408117119,4.46907916084385,-0.2224683547667041,0.1315486391249676,-0.0565170038167479,0.0974522304720654,-1.8724585072515691,3.300780175476949,-0.5918382023360282,0.10216237852815,-19.608125025059742,3.595184716832294,-0.0190498581473361,0.0736685198230473,-0.6311387112022533,2.494403759738095
15,2014.75,2015.75,33142.28605,svalbard,-14.746861022654244,4.518177360603399,-0.4462949449087489,0.1316593282687238,-0.4101767149891093,0.0974522304720654,-13.55341143716073,3.3683262785292327,-0.4888430471336368,0.1010661591931079,-16.152771973351655,3.5158298535658146,-0.4398650726035008,0.0768898058670122,-14.534399657450354,2.7027993279518268
