start_dates,end_dates,changes,errors
2002.75,2003.75,-0.9063965799006922,0.22407487842275245
2003.75,2004.75,-1.2809426121132863,0.22532431002609138
2004.75,2005.75,-1.7849927692488117,0.22361685545935966
2005.75,2006.75,-0.3295597013042465,0.22402758267490466
2006.75,2007.75,-1.059652365574404,0.22374157762746444
2007.75,2008.75,-1.444886954044629,0.22307503252408445
2008.75,2009.75,0.1787343990182108,0.22566262911610804
2009.75,2010.75,-2.7542252655506765,0.22406508564990898
2010.75,2011.75,-0.807496085296331,0.2512076566204191
2011.75,2012.75,0.2606893367688089,0.2523822091612009
2012.75,2013.75,-0.5525192694182811,0.2473755209057098
2013.75,2014.75,-0.10219019667649142,0.2502420653981252
2014.75,2015.75,0.6559595114805327,0.2506027903729842
2015.75,2016.75,-1.3470112312980564,0.26829504369356805
2016.75,2017.75,-0.13338737602873768,0.16873187026321781
2017.75,2018.75,-0.21742267001472637,0.16873187026321781
2018.75,2019.75,-0.2917137905981578,0.27458679059168517
2019.75,2020.75,-1.2155028469454687,0.27479413859589047
2020.75,2021.75,-1.8502884630098109,0.27571567059972446
2021.75,2022.75,1.2520487066229542,0.5065721154645987
