,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,14572.37912826087,western_canada_us,13.80682282662,7.122364570547285,0.9503161980979806,0.489545590547272,,,,,,,,,,0.850255717367413,0.4789832242202417,12.353077923441015,6.963329428014313
1,2000.75,2001.75,14533.16432826087,western_canada_us,-9.224684024550704,4.421798360168665,-0.6366432760004234,0.3036980043438726,,,,,,,,,,-0.736703756730991,0.2863608243153939,-10.674516847545156,4.1808349916793155
2,2001.75,2002.75,14487.129563043478,western_canada_us,2.016495365518742,4.507640668382924,0.1396110282496767,0.3112140695714199,,,,,,,,,,0.0395505475191091,0.2943199635759451,0.5712549844800453,4.261974753001896
3,2002.75,2003.75,14434.274832608697,western_canada_us,-11.815269038868957,4.279118684432644,-0.8210195275350249,0.292680775884604,,,,,,,,,,-0.9210800082655926,0.2746490131650847,-13.255236616180673,4.031880790264806
4,2003.75,2004.75,14374.600136956522,western_canada_us,-15.917311532641056,4.342764848338925,-1.1106540009455603,0.2948266386194038,,,,,,,,,,-1.2107144816761282,0.2769346325394453,-17.351325944454565,4.102905067777914
5,2004.75,2005.75,14308.105476086956,western_canada_us,-22.418428897651747,4.489135412010123,-1.5715488395653945,0.3001940423946924,,,,,,,,,,-1.671609320295962,0.2826420120035368,-23.845809782195836,4.2629077723319195
6,2005.75,2006.75,14234.79085,western_canada_us,-11.805172998591893,4.330124869196923,-0.8318137729324925,0.2962416463191876,,,,,,,,,,-0.93187425366306,0.2784405805087392,-13.225239994095325,4.085804418287187
7,2006.75,2007.75,14154.656258695653,western_canada_us,2.874035672621955,4.196126371446354,0.2036562153900707,0.2896091899140989,,,,,,,,,,0.103595734659503,0.271373408319315,1.4619629279303916,3.930282924263339
8,2007.75,2008.75,14067.701702173912,western_canada_us,4.550492699035053,4.303693659729627,0.3244442732315071,0.2967919971440648,,,,,,,,,,0.2243837925009394,0.2790260443559053,3.1470945669265857,4.04347948814392
9,2008.75,2009.75,13973.927180434783,western_canada_us,-11.833249251213411,4.444018211943811,-0.8493572111415664,0.3041661533965148,,,,,,,,,,-0.949417691872134,0.2868572689198816,-13.227292408967555,4.206137273423958
