start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,remarks
1999.74794520548,2000.7486338797808,-1.0155064220110226,0.4896610978912406,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2000.7486338797808,2001.74794520548,-0.5978853912075255,0.4896485455894444,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2001.74794520548,2002.74794520548,0.4316236613460409,0.4896469802173657,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2002.74794520548,2003.74794520548,0.303534409828208,0.4896520407440995,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2003.74794520548,2004.7486338797808,0.5727739586038569,0.4896348103717187,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2004.7486338797808,2005.74794520548,0.3354951085918484,0.4897105422319238,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2005.74794520548,2006.74794520548,-0.6974912243200135,0.489751715188728,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2006.74794520548,2007.74794520548,-1.3066317619668997,0.4898825991165678,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2007.74794520548,2008.7486338797808,-0.3786708159860966,0.4897493368264449,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2008.7486338797808,2009.74794520548,-0.2559874540117822,0.4897433613215177,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2009.74794520548,2010.74794520548,-0.8179432174204678,0.4897273753528096,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2010.74794520548,2011.74794520548,-0.6659040458321269,0.4897735083965386,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2011.74794520548,2012.7486338797808,-1.2159170600822249,0.4898612841524241,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2012.7486338797808,2013.74794520548,-0.2605473042423183,0.4898207228739124,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2013.74794520548,2014.74794520548,-1.0450463650045585,0.4898693503633398,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2014.74794520548,2015.74794520548,-0.9158927314467872,0.4899239801065215,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2015.74794520548,2016.7486338797808,-0.7489595348202454,0.4899059544818493,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2016.7486338797808,2017.74794520548,-0.7303835811301417,0.4899167320348155,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2017.74794520548,2018.74794520548,-0.3494959185740537,0.4898448927522162,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2018.74794520548,2019.74794520548,-0.6274030295616665,0.4899180367820157,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2019.74794520548,2020.7486338797808,-1.2965506408977054,0.4899269404024054,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2020.7486338797808,2021.74794520548,-0.2304902618493876,0.4898853693778956,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2021.74794520548,2022.74794520548,-0.7632367263432309,0.4898509773648208,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2022.74794520548,2023.74794520548,-0.4190523150217811,0.4898060062546033,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
2023.74794520548,2024.7459016393443,-0.7126511104649562,0.4898836308917187,1245.582118,1215.442563,Assumed hydrological year: 1 Oct - 30 Sept
