start_dates,end_dates,changes,errors
2002.75,2003.75,-0.31949954179750806,0.36380699459892096
2003.75,2004.75,-0.9129577496806457,0.3653806715805289
2004.75,2005.75,0.1897318608601394,0.36735767579520695
2005.75,2006.75,0.5343296184147022,0.36839778348415214
2006.75,2007.75,-0.09544844616615825,0.3680369702116136
2007.75,2008.75,1.057160023156086,0.3696211170825051
2008.75,2009.75,-0.4613943642518147,0.3697561217429666
2009.75,2010.75,-0.16684536282098075,0.3718195887685318
2010.75,2011.75,0.38965110089217103,0.36391899696552127
2011.75,2012.75,1.887769739971212,0.36992395136766654
2012.75,2013.75,-0.6375484850396341,0.3585491878085075
2013.75,2014.75,-0.1639111580075224,0.36445981596459076
2014.75,2015.75,-0.460953217596625,0.36804123874675
2015.75,2016.75,0.09075938700865958,0.3620379669249062
2018.75,2019.75,-1.6894585870887266,0.38363901026219827
2019.75,2020.75,0.5722928562253851,0.3919950495328716
2020.75,2021.75,0.1863223259212605,0.3948009362404801
2021.75,2022.75,0.5869858638594471,0.43058800063760255
